Route,Count
kozhinjampara pollachi,2
palakkad palani,6
palani palakkad,4
kallampara kottayam,2
kottayam kallampara,1
kottayam vedagiri,1
vedagiri kottayam,1
kottayam pallickathodu,2
pallickathodu kottayam,2
nilambur erumamunda,1
murukanjiram kozhikkode,1
nilambur murukanjiram,1
nilambur nilambur railway station,1
munderi kozhikkode,1
kundukadavu amballur,1
ernakulam arthunkal,1
arthunkal ernakulam,1
arthunkal kothamangalam,1
kothamangalam arthunkal,1
alappuzha chakkulathukavu,4
chooralmala meppadi,2
chooralmala panamaram,1
panamaram kalpetta,2
sulthan bathery chunda,1
chunda kalpetta,1
kalpetta vellarikund,1
oachira arattupuzha,4
thiruvalla karunagappally,1
andhakaranazhy vandanam medical college,1
palakkad nooradi,5
pambavalley ponkunnam,1
thiruvananthapuram cheekkal kadavu,1
nenmara victoria,1
victoria nenmara,1
cheekkal kadavu thiruvananthapuram,1
ponkunnam 504 colony,1
504 colony ponkunnam,1
thrissur karappara,1
ponkunnam mookkenpetty,1
thottappally harippad,7
mavelikkara thenkasi,2
thrissur mannuthy,1
angamaly mannuthy,3
kollam (chinnakada) thenmala,1
ernakulam parumala pally,4
parumala pally ernakulam,1
thiruvalla ernakulam,5
kottarakkara vanchiyodu,1
elamkadu erumely,1
vechoochira ranny,2
navodaya valiyakavu,1
valiyakavu mannadisala,1
mannadisala pathanamthitta,2
ranny navodaya,5
ranny navodaya (stay),6
perumbadavu pattuvam,1
pattuvam thaliparamba,1
thaliparamba thimiri,1
thimiri kannur,1
kanakakkunu kudiyanmala,1
kannur chanthiroor,2
chanthiroor kannur,2
alappuzha nilambur,1
chadayamangalam vanchiyodu,1
thiruvananthapuram anandeswaram,1
anandeswaram thiruvananthapuram civil station,1
kattakkada parandode,1
vinobanikethan aryanad,1
aryanad theviyarkunnu,1
st xaviers college chirayinkeezhu,1
attingal chempazhanthy,1
chempazhanthy attingal,1
perinthalmanna edathanattukara,3
ponnani shornur,3
shornur ponnani,3
chempazhanthy thiruvananthapuram,1
attingal sree narayana college,2
sree narayana college chirayinkeezhu,2
thrissur nilambur,2
nilambur thrissur,2
thrissur cherai,1
kollam guruvayoor,3
cherai thrissur,1
guruvayoor kollam,1
mananthavady panamaram,3
panamaram mananthavady,3
sulthan bathery nadavayal,1
poochakkal ernakulam,1
panangad vaduthala,1
vaduthala panangad,2
panangad vytilla hub,1
vaduthala cherthala,1
ernakulam jetty cherthala,15
ernakulam poothotta,1
poothotta ernakulam,1
poothotta eloor,1
eloor poothotta,1
menaka cherthala,1
ranny thiruvananthapuram,3
kollengode coimbatore,1
chittoor ozhivupara,1
palakkad valiyakadu,7
chittoor sulthan bathery,1
pollachi kozhikkode,1
chittoor depot pollachi,3
palakkad parambikulam,5
chittoor ernakulam jetty,3
mookkenpetty mundakayam,1
erumely harippad,1
alappuzha erumely,3
sulthan bathery thrissur,5
thrissur kalpetta,3
thiruvambady guruvayoor,1
guruvayoor thiruvambady,1
guruvayoor thamarassery,5
kozhikkode manjeri,1
manjeri kozhikkode,1
areekode kozhikkode,1
kozhikkode areekode,1
thodupuzha udumbannoor,1
palakkad malappuram,6
perinthalmanna mananthavady,1
perinthalmanna karuvarakundu,6
aluva panickankudy,1
panickankudy aluva,1
adimaly aluva,1
aluva adimaly,1
venmany kaloor,1
kumbala puttur,2
poonkulanji pathanapuram,12
pathanapuram poomaruthikuzhi,3
thakazhy champakulam,1
erattupetta edathuva,1
edathuva erattupetta,1
pala kanjiramattom,7
erattupetta chovoor,2
pala perikkalur,1
kanjiramattom pala,7
kottayam palakkayam,70
perikkalur pala,1
palakkayam kottayam,66
chovoor alappuzha,1
kattappana anakkampoyil,1
pala vagamon,1
vagamon kottayam,1
kothamangalam paingottoor (stay),12
ottakandam kothamangalam,3
kothamangalam ottakandam,3
kothamangalam vannapuram,1
vannapuram kothamangalam,1
thiruvananthapuram uppodu,1
uppodu thiruvananthapuram,1
bhoothakulam thiruvananthapuram,1
thiruvananthapuram bhoothakulam,1
pathanamthitta kulathumon,4
pathanamthitta kulathumon (stay),5
kulathumon pathanamthitta,3
kulathumon adoor,2
adoor kulathumon,1
pathanamthitta kummannoor,3
kummannoor pathanamthitta,4
poonkulanji kottarakara,1
malappuram chemmad,1
chemmad malappuram,1
kattakkada vlavetty,4
palakkad mananthavady,5
padinjarethara palakkad,1
kalpetta thamarassery,2
devikulam munnar,2
adimaly rajakkad,3
ernakulam coimbatore,1
ernakulam thiruppur,1
thiruppur ernakulam,1
coimbatore ernakulam,1
vadakara kaiveli (stay),2
kaiveli thottilpalam,1
vadakara thirunelli,1
vadakara kumbalachola,2
kumbalachola vadakara,3
vadakara vadakara (circular),10
vadakara mahe palam,1
mahe palam vadakara,1
manjeri kottakkal,1
changuvetty malappuram,2
kottakkal malappuram,1
kozhikkode mankayam,4
kannur chandanakkampara,1
chandanakkampara kannur,2
aryanad peyad,1
peyad velland,1
thodanal pala,1
pala thodanal,1
pala kozhuvanal,2
kozhuvanal pala,1
kozhuvanal kottayam,1
karimanthode thrissur,1
muthanga sulthan bathery,3
sulthan bathery muthanga,3
palakkad malampuzha,10
malampuzha kozhikkode,3
palakkad walayar,7
walayar malampuzha,1
kothamangalam perumannoor,10
perumannoor kothamangalam,10
kothamangalam vellaramkuth,2
kothamangalam vellaramkuth (stay),3
vellaramkuth kothamangalam,3
kottangal thiruvalla,1
kottangal changanassery,1
chengannur konni,2
konni thiruvalla,1
muvattupuzha nirmala college koothattukulam,19
koothattukulam kolenchery,1
aluva thiruvananthapuram,4
kakkadampoyil thiruvambady,3
thiruvambady mukkam,1
chathannoor veliyam west,2
kottiyam veliyam west,1
veliyam west kottiyam,1
kottiyam parippally,2
parippally kottiyam,1
kottiyam oyoor,1
oyoor chathannoor,1
chathannoor panayam,1
munnar bangalore,1
changanassery velankanni,1
velankanni changanassery,1
kottarakkara mookambika temple,1
mookambika temple kottarakkara,1
iritty koothuparamba,1
kadamakkudy aluva,2
aluva ezhippuram,1
ezhippuram aluva,1
aluva thevakkal,2
thevakkal aluva,2
changanassery mallappally,3
karukachal ponthenpuzha,1
pathanamthitta chengara,1
chengara pathanamthitta,1
thiruvananthapuram vadanappally,1
vadanappally thiruvananthapuram,1
pattimattom kaloor,1
kasaragod thalassery,1
thalassery kasaragod,1
thalassery thrissur,2
cheerkkayam kanhangad,1
koottalida thottilpalam,1
cheerkkayam neeleswaram,1
mullool vellikkeel,2
eleri neeleswaram,1
neeleswaram eleri,1
mullool thaliparamba,2
pezhumkode palakkad,2
karunagappally ayoor,1
kollam kattilkadavu,2
kollam kattilkadavu (stay),3
kattilkadavu kollam,3
parippally vellimon,1
vellimon kollam (chinnakada),5
kollam (chinnakada) vellimon,4
kollam vellimon (stay),2
vellimon kallambalam,1
chadayamangalam changanassery,1
kadakkal chakkulathukavu,1
guruvayoor kottarakkara,2
kottarakkara nagercovil,1
nagercovil kottarakkara,1
ernakulam south muvattupuzha,25
thiruvananthapuram chirayinkeezhu,22
attingal pulunthuruthikadavu,1
pulunthuruthikadavu kazhakkoottam,1
kazhakkoottam pulunthuruthikadavu,2
pulunthuruthikadavu attingal,1
pulunthuruthikadavu chirayinkeezhu,1
ponkunnam champakulam,1
changanassery kunnamkari,6
angamaly neduvannoor,1
neduvannoor angamaly,1
kottarakkara ayoor (stay),8
ayoor enath,3
ranny kudiyanmala,1
mallappally thiruvananthapuram,4
thiruvananthapuram mallappally,4
mallappally ernakulam,1
ernakulam mallappally,1
kothavara ernakulam,1
palode varkala,1
varkala kilimanoor,1
kottarakkara kilimanoor,4
attingal parappil (stay),5
sulthan bathery balal,1
balal sulthan bathery,1
sulthan bathery kuttiady,1
kuttiady mananthavady,4
sulthan bathery gudalur,5
gudalur sulthan bathery,5
vithura chathancode,2
chathancode palode,1
kallar vithura,1
ponmudi upper nedumangad,1
kottayam kayoor,2
pala kallara,1
kallara pala,1
kuruppanthara pala,1
pala kuruppanthara,1
pala pala (circular service),5
pala kottayam medical college,68
kottayam medical college pala,78
erattupetta kottayam medical college,30
kottayam medical college erattupetta,41
pala alappuzha,1
alappuzha pala,1
valiazheekal vandanam medical college,6
ernakulam harippad,2
harippad ernakulam,1
mavelikara ernakulam,2
ernakulam mavelikara,2
kozhikkode mukkam,6
mananthavady vythiri,4
thaliparamba mullool,1
mullool kannur,1
thaliparamba muthukuda,1
muthukuda thaliparamba,1
hq hospital azhikkal,4
hq hospital azhikkal (stay),5
azhikkal hq hospital,3
pampady kayamkulam,1
pathanapuram karavur,1
karavur thalachira palli,1
thalachira palli punalur,1
pathanapuram thalachira pally,1
punalur kuravanthavalam,1
kuravanthavalam punalur,1
kottarakara punnala,1
kundara kottarakara,1
aranmula thiruvananthapuram,1
thrissur nalukettu,1
nalukettu chalakudy,1
athirappally aluva,1
kuttichira chalakudy,1
thiruvananthapuram pamba,1
palakkad alappuzha,6
munnar suryanelli,1
adimaly mankadavu,1
mankadavu adimaly,1
bangalore munnar,1
aluva cherai,1
cherai kakkanad,1
kakkanad north paravoor,1
aluva kottayil kovilakom,3
kottayam karimanthode,1
karimanthode changanassery,1
pathanamthitta kottampara,2
kottampara konni,2
kokkathodu konni,3
konni kokkathodu,4
kokkathodu pathanamthitta,1
thalassery mangalapuram,2
mangalapuram thalassery,2
thalassery madikeri,1
madikeri thalassery,1
iritty manikkadavu,1
manikkadavu iritty,1
peravoor iritty,2
iritty peravoor,2
kunduthode kozhikkode,1
kumbalachola kannur,1
kannur kumbalachola,1
kumbalachola kakkattil,1
kakkattil kumbalachola,1
thottilpalam kozhikkode railway station,38
kozhikkode railway station kozhikkode,1
kallara kottarakkara,2
kallara ayoor,1
pathanamthitta achankovil,1
kottarakkara kallara,2
thiruvananthapuram karakonam medical college,25
karakonam medical college neyyattinkara,65
kozhikkode vytilla hub,4
athikkayam pathanamthitta,2
kattappana adimaly,2
manjanikkara dayara ernakulam vytilla hub,1
mannuthy ernakulam,1
adimaly kattappana,2
thamarassery thrissur,4
seethathode changanassery,1
amritha medical college pathanapuram,1
rajakkad kattappana,2
angamaly ernakulam,2
kattappana rajakkad,2
kuttiady karingad,1
amritha medical college kulathupuzha,1
ernakulam puthukkad,1
karingad thottilpalam,1
pathanapuram vellamthety,5
mancode kunnikode,1
kunnicode vellamthetty,1
vellamthetty maloor college,1
iritty veerpad,1
veerpad iritty,1
thalassery kelakam,1
kelakam thalassery,1
thalassery payyambalam beach,1
payyambalam beach muzhappilangad beach,1
muzhappilangad beach kannur,1
kannur meenkunnu,1
meenkunnu hq hospital,1
kilimanoor mannoor,2
mannoor kilimanoor,1
mannoor attingal,1
kilimanoor charipparambu (stay),1
charipparambu kilimanoor,1
thiruvananthapuram kadinamkulam,1
kadinamkulam thiruvananthapuram,1
champakulam vandanam medical college,1
vandanam medical college thanneermukkom,3
alappuzha puthanangady,2
perinthalmanna kottayam,1
kottayam perinthalmanna,2
perinthalmanna mundakayam,1
nilambur thiruvananthapuram,2
vadakkenchery alathur,1
alathur ernakulam,1
ernakulam mananthavady,1
alappuzha kulathupuzha,1
kulathupuzha kayamkulam,1
madathara kottayam,1
punalur arkkanoor,1
kottarakkara kunnikode,1
vandipeiyar kannimarchola,6
vandipeiyar kumily,1
ponkunnam vazhikkadavu,1
vazhikkadavu ponkunnam,1
ponkunnam perikkalur,2
perikkalur ponkunnam,2
ponkunnam manakadavu,1
manakadavu ponkunnam,1
ponkunnam koinadu,1
kanhangad ravaneswaram,2
kozhinjampara thrissur,3
munnar muniyara (stay),1
thrissur kozhinjampara,3
thrissur thamarassery,4
edathuva ernakulam,2
thiruvananthapuram edathuva,1
edathuva thiruvananthapuram,1
ernakulam edathuva,1
alappuzha padaharam,3
padaharam alappuzha,4
thottappally padaharam,1
ambalappuzha thakazhy,13
thakazhy harippad,1
alappuzha valiazheekal,5
valiazheekal alappuzha,6
alappuzha valiazheekal (stay),6
enath poomaruthikuzhi,1
kaduvathodu poomaruthikuzhi,1
vaikkom kothavara,2
pozhiyoor kottayam,1
kottayam pozhiyoor,1
neyyattinkara panmana,1
amritha medical college kollam,2
amritha medical college konni,1
amritha medical college pathanamthitta,1
amritha medical college ranny,1
amritha medical college pandalam,1
pathanamthitta vayyatupuzha,1
vayyatupuzha kottayam,1
sulthan bathery kumily,1
kumily sulthan bathery,1
thathappilly chathanad,2
v.p thuruth ernakulam jetty,2
ernakulam jetty amritha,1
amritha medical college kodungallur,1
parappil attingal,1
tvm medical college kollam (chinnakada),5
ayoor ayoor (circular),1
ayoor kulathupuzha,1
kollam (chinnakada) attingal,35
ponkunnam punalur,7
thiruvalla chadayamangalam,1
thrissur chadayamangalam,1
kulathumon kottayam,1
bangalore palakkad,2
mananthavady pancharakolly,2
pancharakolly mananthavady,2
chonampara kuttichal,2
kuttichal chonampara,2
thiruvananthapuram chonampara,1
chonampara thiruvananthapuram,1
thiruvananthapuram vlavetty,1
kattakkada kalliyal,2
kalliyal kattakkada,1
kainakari vandanam medical college,1
maloor college vellamthetty,1
maloor college pathanapuram,1
vellamthetty kottarakara,1
vandiperiyar kumily,2
kumily vandiperiyar,2
thimiri padichal,1
padichal kannur,1
thiruvananthapuram narakathinkala,1
venpakal neyyattinkara,1
palani guruvayoor,3
thaliparamba chandanakkampara (stay),5
kannur peravoor,1
kannur melmuringodi,1
melmuringodi kannur,1
iritty melmuringodi (stay),1
melmuringodi iritty,1
hq hospital mayyil,1
mayyil hq hospital,1
mayyil chalode,1
thiruvananthapuram brimore,2
brimore thiruvananthapuram,1
brimore nedumangad,1
nedumangad brimore,1
brimore iqbal college,1
mankayam peroorkada,1
peroorkada nedumangad,4
kalpetta ernakulam,2
ernakulam sulthan bathery,1
nilambur railway station palangara (stay),2
palangara kozhikkode,6
nilambur girijan colony,1
girijan colony kozhikkode,1
vithura culvert thiruvananthapuram,41
kottayam medical college thollayiram,11
thollayiram kottayam,3
kottayam punnaikka chunkam,5
punnaikka chunkam kottayam,5
kottayam arumanur,1
arumanur kottayam,1
kottayam neerikkadu,4
harippad ayaparamp,1
ayaparamp thiruvananthapuram,1
kayamkulam guruvayoor,4
guruvayoor karunagappally,1
vazhikkadavu thrissur,1
irinjalakuda kodungallur,1
paranthakuzhy palode,1
kilimanoor paranthakuzhy,2
kallara pallikkal,1
guruvayoor nadapuram,1
nadapuram vadakara,1
vadakara kunnamangalam,1
vadakara payyoli,2
medical college vadakara,1
vadakara meppayur,1
meppayur vadakara,1
medical college narikkuni,1
vadakara elambilad,7
vadakara sand banks,1
sand banks kozhikkode,1
payyoli vadakara,1
payyoli parassinikadavu,1
vadakara parassinikadavu,1
parassinikadavu vadakara,1
parassinikadavu payyoli,1
changanassery poovampally,5
kothamangalam pothanicad,2
pothanicad kothamangalam,2
kalpetta pakkom,1
pakkom kalpetta,2
kalpetta dasanakkara,1
dasanakkara panamaram,5
north paravoor thrissur,1
kozhikkode gudalur,1
kodungallur csez kakkanad,2
moolamattom muthappanpuzha,1
muthappanpuzha moolamattom,1
kodungallur thalassery,1
50 acre kottarakkara,1
thalassery kodungallur,1
pala mechal,3
mechal pala,2
mechal ettumanoor,1
guruvayoor kaiveli,1
thottilpalam ernakulam,1
ernakulam thottilpalam,16
anjarakandy hq hospital,1
hq hospital odakkadavu,1
kannur odakkadavu,1
guruvayoor punalur,2
chempanaruvi thiruvananthapuram,1
anakkatty pudur,1
pudur odapetti,1
odapetti agaly,1
agaly mundanpara,1
mundanpara anakkatty,1
erattupetta kunnonni,2
kunnonni alappuzha,1
kunnonni thiruvananthapuram,1
teekoy ernakulam,1
coimbatore kozhikkode,3
kozhikkode coimbatore,2
maruthakadavu coimbatore,1
coimbatore maruthakadavu,1
coimbatore kothamangalam,1
kothamangalam coimbatore,1
high court piravom,1
kasargod mallam,3
malikakadavu kottayam medical college,1
kottayam nagambadam harippad,6
harippad kottayam nagambadam,11
kottayam thollayiram,3
thollayiram kottayam medical college,4
thodupuzha pattayakudy,4
pattayakudy thodupuzha,4
thodupuzha paaramada,1
thodupuzha uppukunnu,1
uppukunnu thodupuzha,1
paaramada ernakulam,1
thodupuzha vannapuram,1
vannapuram thodupuzha,1
thodupuzha thattakuzha,1
thattakuzha thodupuzha,1
muttukad munnar,1
munnar devikulam,1
kalady plantation angamaly,4
angamaly vallam ferry,1
angamaly devagiri,1
angamaly devagiri (stay),2
devagiri aluva,4
kottayam kanthalloor,1
kanthalloor marayoor,2
marayoor kanthalloor,1
marayoor kanthalloor (stay),2
kanthalloor kottayam,1
kasargod kannur,4
kannur kasargod,2
kasargod pakkom periya,3
pakkom periya kasargod,1
vellamthetty pathanapuram,4
pathanapuram maloor college,1
neyyattinkara kottarakkara temple,1
kottarakkara temple neyyattinkara,1
kottarakkara temple kaliyikkavila,1
neyyattinkara vaikkom,1
vaikkom neyyattinkara,1
neyyattinkara kurishumala,1
kurishumala edathuva,1
edathuva neyyattinkara,1
ottapalam kongad,1
mannarkad manjeri,1
manjeri mannarkad,2
kulathupuzha 50 acre,1
punalur edamon 24,2
edamon 24 punalur,1
changanassery thakazhy,2
thakazhy changanassery,1
kanakakkunu thaliparamba,1
thaliparamba kanakakkunu (stay),1
kannur chemperi,1
chemperi thaliparamba,1
aanappara ernakulam,1
thaliparamba kannur,3
iritty mudakozhi (stay),4
mudakozhi iritty,3
iritty palathumkadavu,1
palathumkadavu iritty,1
kannur edakkanam,1
edakkanam kannur,1
vazhakkad edavannappara,1
malappuram valanchery,3
valanchery malappuram,2
valanchery manjeri,1
kaippally pala,3
kalathwa pala,1
pala adivaram,4
adivaram kottayam,2
erattupetta chonamala,1
chonamala pala,1
kaippally erattupetta,1
erattupetta thalanadu east,14
thalanadu east mankompu school,1
mankompu school chennad,1
palode kattilekuzhy,1
kulathupuzha anchal,5
anchal kattilapara,1
kattilapara anchal,1
thiruvananthapuram vithura culvert,51
mundakayam varkala,1
chathanoor thiruvananthapuram,1
ernakulam thekkady,3
thekkady kumily,2
pallavanpady kothamangalam,4
punnekkad kothamangalam,1
kothamangalam punnekkad,1
naduvil cherupuzha,1
secretariat neyyar dam,2
punalur mannamkuzhy,1
mannamkuzhy punalur,1
thrissur medical college aluva,37
thulappally mankulam,1
aluva thrissur medical college,36
mankulam thulappally,1
kodungallur azhikode,3
thulappally ernakulam vytilla hub,2
azhikode kozhikkode,2
mannarkad ampalappara,2
ampalappara palakkayam,1
thrissur chittoor,1
mannarkad thiruvizhamkunnu (stay),1
thiruvizhamkunnu mannarkad,1
kozhikkode azhikode,1
mannarkad uppukulam,1
azhikode kodungallur,2
thaloor mananthavady,1
mananthavady thaloor,1
vaikkom chemmanakary,1
chemmanakary kottayam medical college,1
kottayam medical college vytilla hub,22
thodupuzha mundakayam,1
hq hospital chembilode (stay),1
chembilode hq hospital,1
hq hospital chakkarakal,1
chakkarakal hq hospital,1
nellettil kollam civil station,1
kollam civil station nellettil,1
nellettil chathannoor,1
mookkannur cherthala,1
kattappana munnar,1
munnar kattappana,1
thiruvananthapuram chittoor,2
chittoor ernakulam,1
uppukulam palakkad,1
mannarkad chalava,2
chalava mannarkad,2
vadakara kaiveli,1
kaiveli vadakara,1
kaiveli guruvayoor,1
bangalore guruvayoor,1
guruvayoor bangalore,1
thiruvananthapuram mannarkad,2
puthucode vadakkencherry,1
puthucode coimbatore,1
coimbatore puthucode,1
vadakkencherry thiruvilwamala,1
vadakkencherry erumely,1
pozhiyoor kottarakkara temple,1
neyyattinkara karunagappally,1
kattappana anakkatty,1
anakkatty kattappana,1
ponnani mysore,1
karunagappally malanada,1
malanada kollam (chinnakada),2
kollam pattathilkadavu,1
mananthavady valat h.s,25
mananthavady valat h.s (stay),26
palakkad bangalore,6
mysore kalpetta,2
kalpetta mysore,2
bangalore ponnani,1
mysore perinthalmanna,1
thiruvampady kottayam,1
kottayam thiruvampady,1
vadakara thiruvananthapuram,1
thiruvananthapuram vadakara,1
kayamkulam palakkad,1
palakkad kayamkulam,5
thrissur kayamkulam,1
guruvayoor kayamkulam,4
kulathupuzha kottayam,1
kadamankode punalur,1
punalur chozhiyakodu,1
chozhiyakodu abhayagiri,1
abhayagiri anchal,1
anchal abhayagiri,1
abhayagiri kulathupuzha,1
kozhikkode perumbavoor,1
perumbavoor kottayam,1
perumbavoor panamkuzhy,2
kakkand vaniyapilly,1
vaniyapilly perumbavoor,1
perumbavoor chooramudy,1
chooramudy perumbavoor,1
aluva chooramudy,1
chooramudy kakkanad,1
muvattupuzha vazhakulam,1
perumbavoor kothamangalam,1
kottarakkara kothamangalam,1
kothamangalam thrissur,1
kothamangalam palakkad,1
ernakulam jetty kothamangalam,50
kilimanoor chakkulathukavu,1
vellarada kottayam,1
vellarada erattupetta,1
erattupetta vellarada,1
angamaly erattupetta,1
erattupetta thrissur,1
kottarakkara nedumangad,1
kollam nedumangad,5
nedumangad kollam,7
nedumangad chakkulathukavu,1
nedumangad ernakulam,2
ernakulam nedumangad,2
palode ernakulam,1
kalpetta valat,1
sulthan bathery poothadi,2
nedumbassery airport punalur,1
chingavanam changanassery,3
mannarassala ponkunnam,1
ponkunnam ernakulam,1
kumily thekkady,1
angamaly aanappara,1
aluva manjikadu,2
manjikadu aluva,2
north paravoor chalakudy,3
chalakudy north paravoor,2
thuravoor angamaly,1
thalachira palli pathanapuram,1
mavelikara changanassery,7
changanassery krishnapuram,12
kottayam thiruvananthapuram ( monday special ),35
pathanapuram kuravanthavalam,1
merigiri thodupuzha,1
kuravanthavalam kottarakara,2
merigiri kottayam,1
munnar theni,7
cherthala fort kochi,3
parayakadavu guruvayoor,1
thrissur north paravoor,1
kattappana aluva,1
kottayam konni,1
konni seethathode,2
seethathode ranny,1
ranny punalur,1
pathanamthitta seethathodu,1
seethathodu pathanamthitta,1
seethathode konni,1
churani karingad,1
thottilpalam perambra,2
thottilpalam thamarassery,1
thamarassery thottilpalam,1
thamarassery mananthavady,1
mananthavady thamarassery,1
kozhikkode cheruvadi (women special),4
vellarikund kalpetta,1
ambedkar colony kilimanoor,1
thiruvananthapuram ambedkar colony,1
paranthakuzhy kilimanoor,1
poonjar thodupuzha,1
thodupuzha merigiri,2
vellani ettumanoor,1
attingal neyyar dam,1
kattakkada moozhiyar,1
moozhiyar kattakkada,1
guruvayoor kattakkada,1
thrissur kattakkada,1
vithura chakkulathukavu,1
thiruvananthapuram jersy farm,1
kallar tvm medical college,1
thalanadu alappuzha,2
kollam kuzhimathicadu,2
ernakulam vytilla erumely,3
chittarikal cheruvathoor,1
kanhangad balal,1
balal kanhangad,1
kollam thalachira temple,1
thalachira temple kottarakkara,2
kottiyoor kannur,1
kannur vellikkeel,1
vellikkeel thiruvattoor,2
thiruvattoor mullool,2
azhikkal thalassery,2
thalassery azhikkal,2
kannur chapparapadavu,1
chapparapadavu parassinikadavu,1
chapparapadavu thaliparamba,1
thaliparamba chapparapadavu,1
payyavoor kanjirakolli (stay),1
azhakiyakavu temple guruvayoor,1
vellanad ernakulam,2
ernakulam vellanad,2
muhamma harippad,3
harippad muhamma,2
edathuva thottappally,1
alappuzha arattupuzha,2
kottayam vaikom,3
vaikom kottayam,2
munnar kottayam,1
kodungallur asmabi,1
munnar kodungallur,1
thiruvananthapuram chembakappara,1
thiruvananthapuram koottappu (stay),6
kattakkada thiruvananthapuram civil station,76
perikkallur kayamkulam,1
perikkallur erumely,1
erumely sulthan bathery,1
kayamkulam sulthan bathery,1
erattupetta adivaram,5
adivaram pala,3
chovoor erattupetta,1
mankompu school kottayam,1
kottayam chennad,1
chennad ayyampara,1
ayyampara adivaram,1
adivaram chonamala,1
meledukkam pala,1
pala meledukkam,1
pala parathanam,1
parathanam pala,1
erattupetta elappara,1
elappara pala,1
kottarakara kuravanthavalam,1
kuravanthavalam pathanapuram,1
thiruvananthapuram nedumkandam,4
thamarassery coimbatore,1
coimbatore thamarassery,1
thiruvambady erattupetta,1
erattupetta thiruvambady,2
thiruvambady ernakulam,1
palakkad pezhumkode,6
thrissur ernakulam jetty,49
kareepra kollam,1
kareepra kayamkulam,1
kayamkulam kareepra,1
ayoor karunagappally,1
kottayam vytilla mobility hub,1
vytilla mobility hub kottayam,1
vaikom kallampara,1
thamarassery koorachundu,1
koorachundu thamarassery,1
kolenchery adivad,1
krishnapuram changanassery,12
mavumchal karuvanchal,1
thalassery depot iritty,12
karuvanchal kanakakkunnu,1
kannur ottathai,1
kanakakkunnu karuvanchal,1
iritty thalassery depot,11
karuvanchal mavumchal (stay),1
mavumchal chemperi,1
ottathai thaliparamba,1
thaliparamba pathenpara,1
pathenpara thaliparamba,1
pathenpara naduvil,1
cherupuzha pathenpara,1
thiruvananthapuram pannimala,5
sulthan bathery kozhikkode railway,72
kozhikkode railway sulthan bathery,68
koothattukulam mannarkad,1
mannarkad pala,1
kannur madikeri,1
madikeri kannur,1
kara machoormala,1
machoormala porora,1
porora sivapuram (stay),1
sivapuram kannur,1
kannur pazhassi project,1
pazhassi project machoormala,1
machoormala manakayi,1
manakayi porora,1
porora kannur,1
kannur anakuzhi,1
iritty anakuzhi,2
iritty anakuzhi (stay),3
pathanapuram kadassery,5
pathanapuram thekkethery,1
thekkethery pathanapuram,1
thottilpalam kuttiady,1
mananthavady perambra,3
perambra mananthavady,4
mananthavady ulliyeri (stay),1
karingad kozhikkode,1
thottilpalam karingad,1
nedumkandam anakkallu,1
anakkallu kattappana,1
cumbummettu alappuzha,1
kattappana thopramkudy,3
kumily chakkupallam,2
chakkupallam kumily,2
mount vandiperiyar,4
vandiperiyar mount,4
kannimarchola vandipeiyar,6
chittoor thrissur,1
kadappara palakkad,1
pattambi thrissur,1
varkala sivagiri kodungallur,1
kodungallur varkala sivagiri,1
kattappana harippad,1
thankamani kattappana,1
kattappana thankamani,1
keerukuzhi pandalam,1
bangalore thrissur,2
konnakkad parassinikadavu,1
parassinikadavu kanhangad,1
kanhangad panathoor (stay),24
kamballur kanhangad,1
kanhangad kamballur,1
neeleshwaram kizhakkekara,1
kizhakkekara kanhangad,1
kanhangad kamballur (stay),2
guruvayoor pulpally,1
kozhikkode alappuzha,3
guruvayoor thekkan guruvayoor,1
thekkan guruvayoor guruvayoor,1
irinjalakuda thiruvananthapuram,2
vytilla hub irinjalakuda,2
irinjalakuda mananthavady,1
mananthavady irinjalakuda,1
irinjalakuda mundakayam,1
varkala sivagiri ernakulam,1
chadayamangalam kummil,1
kummil kollam,1
ponnani thiruvananthapuram,3
aryankavu kazhuthurutty,1
kalyikkavila vettukadu,1
vettukadu kalyikkavila,1
kalyikkavila thiruvananthapuram civil station,2
thiruvananthapuram civil station kalyikkavila,2
thiruvananthapuram civil station neyyattinkara,71
parassala chenkavila,1
chenkavila parassala,1
ponkunnam kalyikkavilla,1
kalyikkavilla ponkunnam,1
azhangadu kottayam,1
erumely thiruvananthapuram,4
konni kollam civil station,1
kollam civil station pathanamthitta,52
kollam konni,1
konni kummannoor,1
adoor konni,3
changanassery palakkad,1
vithura narakathinkala,1
narakathinkala tvm medical college,1
tvm medical college narakathinkala,1
thiruvananthapuram muvattupuzha,5
muvattupuzha thrissur,1
muvattupuzha palakkad,2
palakkad thiruvalla,5
thiruvalla muvattupuzha,1
kadakkal ambalamukku,1
adivaaram kunnamangalam,3
kozhikkode nayadampoyil,2
nayadampoyil thiruvambady,1
malikakadavu kottayam nagambadam,2
naliyani moolamattom,1
moolamattom pathippally,3
elappara moolamattom,1
elappara vagamon,1
vagamon elappara,1
pathippally pala,1
pathanamthitta malayalapuzha,1
kodungallur munnar,1
alappuzha mundakayam,1
mundakayam alappuzha,1
kottayam venmany,1
venmany kottayam,1
munnar deviyar colony (stay),1
koilandi ulliyeri (stay),1
ulliyeri thamarassery,1
poovar mv higher secondary school,1
mv higher secondary school poovar,1
mannoor thiruvananthapuram,1
thiruvananthapuram mannoor,1
ambedkar colony karettu,1
karettu kilimanoor,1
